State,District,Market,Commodity,Variety,Grade,Arrival_Date,Min_x0020_Price,Max_x0020_Price,Modal_x0020_Price
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,05/04/2026,3000,3200,3100
"Tamil Nadu",Erode,"Periyar Nagar(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,05/04/2026,2200,2500,2350
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,05/04/2026,3600,3800,3700
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,05/04/2026,800,1000,900
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,05/04/2026,4200,4500,4350
"Tamil Nadu",Erode,"Perundurai(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,05/04/2026,4400,4600,4500
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai ) APMC",Potato,"Red Nanital",Local,05/04/2026,3000,3400,3200
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai ) APMC","Bitter gourd",Other,Local,05/04/2026,3000,3400,3200
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,05/04/2026,4200,4800,4500
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,05/04/2026,2400,3000,2700
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,05/04/2026,1500,2000,1750
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai ) APMC","Green Avare(W)",Other,Local,05/04/2026,4000,4600,4300
"Tamil Nadu",Erode,"Thalavadi(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,05/04/2026,2400,2800,2600
"Tamil Nadu",Kancheepuram,"Sunguvarchatram(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Kancheepuram,"Sunguvarchatram(Uzhavar Sandhai ) APMC",Cauliflower,Ranchi,Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Kancheepuram,"Sunguvarchatram(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Kancheepuram,"Sunguvarchatram(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Kancheepuram,"Sunguvarchatram(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,05/04/2026,5500,6000,5750
"Tamil Nadu",Kancheepuram,"Sunguvarchatram(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,05/04/2026,13000,14000,13500
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC",Banana,Karpura,Local,05/04/2026,4000,5000,4500
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC",Grapes,Annabesahai,Local,05/04/2026,8000,8000,8000
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,05/04/2026,2500,2500,2500
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,05/04/2026,1500,2000,1750
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,05/04/2026,3000,3000,3000
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,05/04/2026,3000,3000,3000
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,05/04/2026,1500,2000,1750
"Tamil Nadu",Kancheepuram,"Kundrathur(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,05/04/2026,3000,3000,3000
"Tamil Nadu",Karur,"Kulithalai(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,05/04/2026,1000,1500,1250
"Tamil Nadu",Karur,"Kulithalai(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,05/04/2026,3600,4000,3800
"Tamil Nadu",Karur,"Kulithalai(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,05/04/2026,4500,5000,4750
"Tamil Nadu",Karur,"Kulithalai(Uzhavar Sandhai ) APMC",Mashrooms,Mashrooms,Local,05/04/2026,16000,20000,18000
"Tamil Nadu",Karur,"Velayuthampalayam(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,05/04/2026,7000,8000,7500
"Tamil Nadu",Karur,"Velayuthampalayam(Uzhavar Sandhai ) APMC",Brinjal,Other,Local,05/04/2026,2800,3500,3150
"Tamil Nadu",Karur,"Velayuthampalayam(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,05/04/2026,3200,4000,3600
"Tamil Nadu",Karur,"Velayuthampalayam(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,05/04/2026,600,1000,800
"Tamil Nadu",Karur,"Velayuthampalayam(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,05/04/2026,3200,4000,3600
"Tamil Nadu",Karur,"Velayuthampalayam(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,05/04/2026,3200,4000,3600
"Tamil Nadu",Karur,"Pallapatti (Uzhavar Sandhai ) APMC",Tomato,Other,Local,05/04/2026,1800,2000,1900
"Tamil Nadu",Karur,"Pallapatti (Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Karur,"Pallapatti (Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,05/04/2026,1200,1500,1350
"Tamil Nadu",Karur,"Pallapatti (Uzhavar Sandhai ) APMC",Amaranthus,Amaranthus,Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Karur,"Pallapatti (Uzhavar Sandhai ) APMC","Green Avare(W)",Other,Local,05/04/2026,7000,8000,7500
"Tamil Nadu",Karur,"Vengamedu(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,05/04/2026,5000,5500,5250
"Tamil Nadu",Karur,"Vengamedu(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,05/04/2026,2000,2500,2250
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,05/04/2026,2000,2500,2250
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,05/04/2026,12000,14000,13000
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,05/04/2026,6000,7000,6500
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC","Bottle gourd","Bottle Gourd",Local,05/04/2026,1500,2000,1750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC","Betal Leaves",Mysore,Local,05/04/2026,10000,12000,11000
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,05/04/2026,2000,2500,2250
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,05/04/2026,2000,2500,2250
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Pomegranate,Pomogranate,Local,05/04/2026,15000,20000,17500
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,05/04/2026,12000,14000,13000
"Tamil Nadu",Krishnagiri,"Hosur(Uzhavar Sandhai ) APMC",Rose(Local),"Rose (Local)",Local,05/04/2026,7000,8000,7500
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,05/04/2026,14000,16000,15000
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,05/04/2026,2000,2200,2100
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC","Arhar(Tur/Red Gram)(Whole)","Arhar (Whole)",Local,05/04/2026,4000,4500,4250
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,05/04/2026,2600,3000,2800
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,05/04/2026,1000,1500,1250
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,05/04/2026,4500,5000,4750
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,05/04/2026,3000,4000,3500
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC","Tamarind Fruit","Tamarind Fruit",Local,05/04/2026,10000,12000,11000
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,05/04/2026,4000,4500,4250
"Tamil Nadu",Krishnagiri,"Krishnagiri(Uzhavar Sandhai ) APMC","Sweet Corn ","Sweet Corn ",Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,05/04/2026,4000,5000,4500
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,05/04/2026,2000,2500,2250
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,05/04/2026,1500,2000,1750
"Tamil Nadu",Krishnagiri,"Denkanikottai(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,05/04/2026,2000,2500,2250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC","Arhar(Tur/Red Gram)(Whole)","Arhar (Whole)",Local,05/04/2026,4000,5000,4500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,05/04/2026,3000,4000,3500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,05/04/2026,5000,6000,5500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Beetroot,Beetroot,Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,05/04/2026,5000,5500,5250
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC","Tamarind Fruit","Tamarind Fruit",Local,05/04/2026,9000,10000,9500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,05/04/2026,4000,5000,4500
"Tamil Nadu",Krishnagiri,"Avallapalli(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Groundnut,"Big (With Shell)",Local,05/04/2026,6000,7000,6500
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Orange,Darjeeling,Local,05/04/2026,11000,13000,12000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Banana,Besrai,Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Pineapple,"Pine Apple",Local,05/04/2026,7000,7000,7000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,05/04/2026,4000,5000,4500
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Water Melon","Water Melon",Local,05/04/2026,2000,2000,2000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,05/04/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,05/04/2026,3600,4000,3800
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,05/04/2026,4000,5000,4500
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Cowpea(Veg),"Cowpea (Veg)",Local,05/04/2026,2600,3000,2800
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,05/04/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Cabbage,Cabbage,Local,05/04/2026,1800,2000,1900
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC",Lemon,Lemon,Local,05/04/2026,14000,16000,15000
"Tamil Nadu",Madurai,"Anna nagar(Uzhavar Sandhai ) APMC","Sweet Corn ","Sweet Corn ",Local,05/04/2026,3000,3000,3000
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Pineapple,"Pine Apple",Local,05/04/2026,5000,7000,6000
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,05/04/2026,18000,20000,19000
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,05/04/2026,3600,4000,3800
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,05/04/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Ashgourd,Gouard,Local,05/04/2026,1200,1500,1350
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,05/04/2026,3600,5000,4300
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,05/04/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Ridgeguard(Tori),Ridgeguard(Tori),Local,05/04/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC",Raddish,Raddish,Local,05/04/2026,2000,2500,2250
"Tamil Nadu",Madurai,"Chokkikulam(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,05/04/2026,2800,3200,3000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,05/04/2026,11000,20000,15500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,05/04/2026,8000,9000,8500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,05/04/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,05/04/2026,6000,7500,6750
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC","Betal Leaves",Mysore,Local,05/04/2026,18000,24000,21000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Carrot,Pusakesar,Local,05/04/2026,2500,3500,3000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,05/04/2026,6500,9000,7750
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,05/04/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,05/04/2026,5000,6000,5500
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC",Colacasia,Colacasia,Local,05/04/2026,4500,5500,5000
"Tamil Nadu",Madurai,"Palanganatham(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,05/04/2026,3500,3800,3650
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,05/04/2026,6500,7500,7000
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,05/04/2026,3600,4000,3800
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC","Indian Beans(Seam)","Indian Beans (Seam)",Local,05/04/2026,4500,5000,4750
"Tamil Nadu",Madurai,"Usilampatti(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,05/04/2026,3000,3500,3250
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,05/04/2026,3000,4000,3500
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,05/04/2026,1500,2000,1750
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,05/04/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai ) APMC","Green Chilli","Green Chilly",Local,05/04/2026,4000,5000,4500
"Tamil Nadu",Madurai,"Thirumangalam(Uzhavar Sandhai ) APMC","Green Avare(W)","Green Avare (W)",Local,05/04/2026,8000,9000,8500
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Chikoos(Sapota),Sapota,Local,05/04/2026,4000,5000,4500
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Tomato,Deshi,Local,05/04/2026,1600,1800,1700
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Coconut,Coconut,Local,05/04/2026,5800,6000,5900
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Snakeguard,Snakeguard,Local,05/04/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,05/04/2026,7000,8000,7500
"Tamil Nadu",Madurai,"Melur(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,05/04/2026,3000,3500,3250
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Soyabean,Local,Local,05/04/2026,10000,11000,10500
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Garlic,Garlic,Local,05/04/2026,11000,20000,15500
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,05/04/2026,3500,3800,3650
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC","Green Peas","Green Peas",Local,05/04/2026,8500,9000,8750
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,05/04/2026,3600,4000,3800
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC","Water Melon","Water Melon",Local,05/04/2026,1800,2000,1900
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,05/04/2026,8000,9000,8500
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,05/04/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC","Bhindi(Ladies Finger)",Bhindi,Local,05/04/2026,3600,4000,3800
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,05/04/2026,6000,7500,6750
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Tapioca,Tapioca,Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC","Sweet Potato","Hosur Red",Local,05/04/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC",Mango(Raw-Ripe),"Mango - Raw-Ripe",Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC","Knool Khol","Knool Khol",Local,05/04/2026,3000,3600,3300
"Tamil Nadu",Madurai,"Anaiyur(Uzhavar Sandhai ) APMC","Elephant Yam(Suran)/Amorphophallus","Elephant Yam (Suran)",Local,05/04/2026,3600,4000,3800
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Banana,Karpura,Local,05/04/2026,7000,7500,7250
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Brinjal,Round,Local,05/04/2026,4500,6000,5250
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC",Papaya,Papaya,Local,05/04/2026,3000,3500,3250
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,05/04/2026,4000,4500,4250
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC","Green Avare(W)",Other,Local,05/04/2026,5000,5000,5000
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,05/04/2026,2800,2800,2800
"Tamil Nadu",Nagapattinam,"Nagapattinam(Uzhavar Sandhai ) APMC","Onion Green","Onion Green",Local,05/04/2026,4500,6000,5250
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC",Coriander(Leaves),"I Sort",Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC","Bitter gourd","Bitter Gourd",Local,05/04/2026,5000,5500,5250
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC","Banana - Green","Banana - Green",Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Nagapattinam,"Sirkali(Uzhavar Sandhai ) APMC",Mint(Pudina),Mint(Pudina),Local,05/04/2026,4000,4500,4250
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Ginger(Green),"Green Ginger",Local,05/04/2026,6500,7000,6750
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Groundnut,"Big (With Shell)",Local,05/04/2026,7000,7500,7250
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Pineapple,"Pine Apple",Local,05/04/2026,2500,3000,2750
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Onion,Bellary,Local,05/04/2026,2000,2600,2300
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC","Water Melon","Water Melon",Local,05/04/2026,1300,1600,1450
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Tomato,Local,Local,05/04/2026,1500,1800,1650
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Pumpkin,Pumpkin,Local,05/04/2026,1200,1500,1350
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,05/04/2026,7000,7500,7250
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC","Betal Leaves",Mysore,Local,05/04/2026,8000,9000,8500
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Capsicum,Capsicum,Local,05/04/2026,4500,5000,4750
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC","Green Avare(W)",Other,Local,05/04/2026,7000,8000,7500
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC","Chow Chow","Chow Chow",Local,05/04/2026,2500,2800,2650
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Drumstick,Drumstick,Local,05/04/2026,2000,2500,2250
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Guava,"Guava Allahabad",Local,05/04/2026,6000,7000,6500
"Tamil Nadu",Namakkal,"Namakkal(Uzhavar Sandhai ) APMC",Yam(Ratalu),"Yam (Ratalu)",Local,05/04/2026,5500,6000,5750
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai ) APMC","Cluster beans","Cluster Beans",Local,05/04/2026,4200,4500,4350
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai ) APMC",Beans,"Beans (Whole)",Local,05/04/2026,6500,7500,7000
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai ) APMC",Cucumbar(Kheera),Cucumbar,Local,05/04/2026,6000,7000,6500
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai ) APMC",Thondekai,Thondekai,Local,05/04/2026,3500,4000,3750
"Tamil Nadu",Namakkal,"Rasipuram(Uzhavar Sandhai ) APMC","Tender Coconut","Tender Coconut",Local,05/04/2026,3000,3500,3250
